order_key,customer_id,customer_name,area,customer_segment,order_id,order_date,product_id,product_name,category,brand,quantity,unit_price,total_cost,payment_method,delivery_status,delay_reason,rating,feedback_category,sentiment
135,20238921,Shivani Kumer,Thiruvananthapuram,Premium,283675535,24-03-2023,53833,Rice,Grocery & Staples,Tella-Master,3,134.69,404.07,Wallet,On Time,Not Applicable,4,Product Quality,Positive
136,62679120,Ekansh Padmanabhan,Siwan,Regular,291439357,11-04-2023,615545,Soap,Personal Care,Barman Inc,2,448.16,896.32,UPI,Slightly Delayed,Traffic,4,Customer Service,Positive
137,625395,Leena Loyal,Siliguri,Premium,291900074,02-10-2024,376447,Butter,Dairy & Breakfast,Gara and Sons,3,724.84,2174.52,Card,On Time,Not Applicable,4,Product Quality,Neutral
138,45066676,Lipika Murthy,Satna,Premium,293770293,20-09-2023,876139,Pulses,Grocery & Staples,Cherian-Dara,1,415.75,415.75,UPI,Slightly Delayed,Traffic,4,Customer Service,Positive
139,26805477,Xavier Hans,Sambhal,New,299059193,04-05-2024,567671,Biscuits,Snacks & Munchies,Nagar LLC,2,418.48,836.96,UPI,Slightly Delayed,Traffic,2,Product Quality,Negative
140,2848415,Anika Raja,Aurangabad,Inactive,299859815,16-01-2024,707935,Cat Food,Pet Care,Anne   Mammen and Khatri,2,820.9,1641.8,Wallet,Slightly Delayed,Traffic,1,Delivery,Negative
141,34835738,Vrinda Mutti,Jalna,Premium,304166272,29-10-2023,913428,Pet Treats,Pet Care,Narayanan-Kumar,3,392.22,1176.66,UPI,Slightly Delayed,Traffic,4,Customer Service,Neutral
142,46876240,Vihaan Doctor,Vijayanagaram,Premium,305684588,25-08-2024,709916,Detergent,Household Care,Varkey LLC,3,33.76,101.28,UPI,Significantly Delayed,Traffic,1,Customer Service,Negative
143,12077371,Gautami Maharaj,Sambalpur,Premium,310213322,30-09-2023,880510,Bread,Dairy & Breakfast,Roy-Char,2,951.43,1902.86,UPI,Slightly Delayed,Traffic,3,Customer Service,Neutral
144,6959437,Rushil Prakash,Jammu,Premium,313663478,21-02-2024,14145,Spinach,Fruits & Vegetables,Thakur   Shah and Pingle,1,630.84,630.84,Wallet,Slightly Delayed,Traffic,4,Product Quality,Positive
145,67729191,Arin Grover,Karimnagar,New,327291657,15-07-2024,317242,Pulses,Grocery & Staples,Rastogi Group,1,198.15,198.15,UPI,On Time,Not Applicable,5,Delivery,Positive
146,36146306,Aryan Ghose,Pallavaram,Regular,328909145,26-09-2024,681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,3,321.28,963.84,Wallet,Slightly Delayed,Traffic,4,Delivery,Neutral
147,76925460,Tara Narasimhan,Kharagpur,Regular,329790912,04-08-2024,305754,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,1,979.99,979.99,Cash,On Time,Not Applicable,2,App Experience,Negative
148,99824171,Vasatika Ram,Thoothukudi,Inactive,332975964,21-09-2023,490602,Sugar,Grocery & Staples,Raghavan Inc,1,549.47,549.47,Cash,Significantly Delayed,Traffic,5,Delivery,Positive
149,32929817,Vedika Devi,Muzaffarpur,Regular,335575667,07-09-2023,77308,Onions,Fruits & Vegetables,Ratta-Sagar,3,223.27,669.81,Card,Slightly Delayed,Traffic,1,App Experience,Negative
150,28663279,Sai Bhatia,Jamnagar,Premium,336103625,16-05-2024,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,3,154.5,463.5,UPI,Slightly Delayed,Traffic,5,Delivery,Positive
151,10769994,Tripti Tandon,Begusarai,Regular,336832815,09-12-2023,647462,Lotion,Personal Care,Balan   Samra and Sekhon,3,326.42,979.26,UPI,Significantly Delayed,Traffic,5,Customer Service,Positive
152,12574626,Nitesh Joshi,Amritsar,Inactive,338609144,26-10-2024,349294,Onions,Fruits & Vegetables,Ganesan Ltd,3,934.75,2804.25,Cash,On Time,Not Applicable,4,Customer Service,Neutral
153,61618079,Isaac Sunder,Ambala,Inactive,339410846,06-05-2023,760684,Rice,Grocery & Staples,Kanda-Gupta,1,71.6,71.6,Card,On Time,Not Applicable,4,App Experience,Positive
154,68941950,Ayushman Raghavan,Bhusawal,New,340050407,15-10-2024,880510,Bread,Dairy & Breakfast,Roy-Char,1,951.43,951.43,Cash,On Time,Not Applicable,5,Customer Service,Positive
155,83039559,Hemang Jain,Jalgaon,Premium,340113260,27-02-2024,621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,1,317.8,317.8,Card,Significantly Delayed,Traffic,5,Product Quality,Positive
156,87691707,Radha Jha,Miryalaguda,Inactive,340451825,25-09-2024,552496,Dish Soap,Household Care,Dhar PLC,3,508,1524,Card,On Time,Not Applicable,4,Customer Service,Positive
157,45804389,Liam Dayal,Maheshtala,Inactive,341580530,10-07-2024,706112,Vitamins,Pharmacy,Magar   Gara and Garg,2,478.79,957.58,Cash,Significantly Delayed,Traffic,3,App Experience,Neutral
158,72263318,Reyansh Sankar,Fatehpur,Inactive,343050015,21-04-2023,146840,Bread,Dairy & Breakfast,Bains   Deol and Vaidya,2,786.85,1573.7,Cash,Significantly Delayed,Traffic,3,Delivery,Negative
159,41439103,Ati Wali,Junagadh,Premium,343239069,12-02-2024,455083,Butter,Dairy & Breakfast,Dutta Inc,3,959.01,2877.03,UPI,On Time,Not Applicable,1,Delivery,Negative
160,37095171,Ira Soni,Guna,Inactive,343300311,04-08-2024,962591,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,2,130.01,260.02,Wallet,Slightly Delayed,Traffic,4,Product Quality,Positive
161,5043760,Chatresh Dara,Davanagere,Regular,343479370,03-05-2024,566052,Pain Reliever,Pharmacy,Apte   Soman and Raju,1,87.3,87.3,Cash,Slightly Delayed,Traffic,4,Delivery,Positive
162,44589829,Udyati Garde,Sagar,Regular,344177904,18-08-2023,970529,Diapers,Baby Care,Kurian   Patla and Sanghvi,1,827.44,827.44,Cash,Slightly Delayed,Traffic,4,Customer Service,Positive
163,78847070,Gauri Ramakrishnan,Anantapur,Inactive,344554037,10-11-2023,140154,Shampoo,Personal Care,Malhotra LLC,3,171.2,513.6,Card,Significantly Delayed,Traffic,4,Customer Service,Positive
164,31026200,Saksham Garg,Kavali,New,347093563,23-09-2024,313754,Biscuits,Snacks & Munchies,Swaminathan   Mahal and Dara,3,136.6,409.8,Card,Significantly Delayed,Traffic,1,Customer Service,Negative
165,72415263,Dakshesh Varughese,Pallavaram,Regular,348782569,23-09-2023,644847,Salt,Grocery & Staples,Jhaveri   Kata and Kapur,1,622.81,622.81,Wallet,Significantly Delayed,Traffic,2,App Experience,Negative
166,42514124,Bakhshi Sodhi,Bally,Inactive,349410429,29-01-2024,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,3,925.65,2776.95,Wallet,On Time,Not Applicable,3,Customer Service,Negative
167,18642306,Wazir Bahl,Tinsukia,Inactive,350719542,06-10-2024,555121,Carrots,Fruits & Vegetables,Subramanian   Chaudhuri and Dora,2,354.91,709.82,Wallet,On Time,Not Applicable,3,Customer Service,Neutral
168,47955004,Mohini Sidhu,Kollam,Inactive,352037003,28-01-2024,992178,Pain Reliever,Pharmacy,Basu and Sons,3,632.43,1897.29,Card,On Time,Not Applicable,3,Customer Service,Negative
169,65660660,Arya Sodhi,Gangtok,Regular,352569720,23-06-2023,757274,Pet Treats,Pet Care,Minhas   Kapoor and Sethi,1,98.32,98.32,Wallet,On Time,Not Applicable,3,Product Quality,Neutral
170,60561655,Rohan Palla,Nashik,Regular,353571238,01-01-2024,552496,Dish Soap,Household Care,Dhar PLC,3,508,1524,Wallet,Slightly Delayed,Traffic,4,Product Quality,Positive
171,41164215,Lucky Savant,Secunderabad,Premium,354149805,17-04-2024,382511,Butter,Dairy & Breakfast,Bora-Thakkar,3,702.54,2107.62,Cash,Slightly Delayed,Traffic,3,App Experience,Negative
172,62068277,Zarna Shetty,Hosur,Regular,356236208,08-08-2023,365133,Dish Soap,Household Care,Hans Inc,1,915.45,915.45,Cash,Slightly Delayed,Traffic,4,App Experience,Neutral
173,91312072,Joshua Rana,Jalna,Inactive,356495722,02-06-2024,807452,Pulses,Grocery & Staples,Naik Ltd,2,144.19,288.38,Wallet,On Time,Not Applicable,3,Delivery,Neutral
174,23126657,Ekiya Sekhon,Bahraich,Premium,357437373,10-05-2023,667163,Orange Juice,Cold Drinks & Juices,Palla LLC,3,441.2,1323.6,UPI,Slightly Delayed,Traffic,4,App Experience,Neutral
175,12755730,Indrajit Mahal,Howrah,Regular,359819834,27-12-2023,952168,Popcorn,Snacks & Munchies,Krishnamurthy   Sibal and Das,2,236.95,473.9,UPI,Significantly Delayed,Traffic,3,App Experience,Negative
176,70966268,Odika Mahal,Arrah,New,361595059,21-10-2023,700048,Dish Soap,Household Care,Khalsa-Bhavsar,1,141.28,141.28,Cash,On Time,Not Applicable,5,Customer Service,Positive
177,19581959,Eesha Sahota,Ghaziabad,Premium,365104159,27-11-2023,771228,Pet Treats,Pet Care,Raja and Sons,2,83.18,166.36,Card,Significantly Delayed,Traffic,3,App Experience,Negative
178,44030130,Laksh Dalal,Ghaziabad,Regular,368599691,22-10-2024,890232,Mango Drink,Cold Drinks & Juices,Jha Group,1,432,432,Wallet,Slightly Delayed,Traffic,4,Product Quality,Neutral
179,44198187,Charvi Lanka,North Dumdum,Regular,369899578,19-08-2023,525531,Dog Food,Pet Care,Sandal PLC,1,831.1,831.1,Cash,Slightly Delayed,Traffic,3,App Experience,Negative
180,43799224,Vasatika Agate,Karaikudi,Regular,372962997,18-04-2024,684939,Lotion,Personal Care,Sibal   Bhatnagar and Rajan,1,727.95,727.95,UPI,Significantly Delayed,Traffic,4,Product Quality,Positive
181,52215833,Lipika Parmer,Sirsa,Regular,374186990,09-08-2023,760828,Pet Treats,Pet Care,Khurana   Khosla and Yohannan,2,563.45,1126.9,Wallet,Slightly Delayed,Traffic,3,App Experience,Neutral
182,75739462,Vasana Ganesh,Satna,Premium,378485826,27-03-2024,555121,Carrots,Fruits & Vegetables,Subramanian   Chaudhuri and Dora,1,354.91,354.91,UPI,On Time,Not Applicable,5,Delivery,Positive
183,9650263,Samar Vasa,Gandhidham,New,379494532,07-07-2024,654297,Potatoes,Fruits & Vegetables,Chandran-Dass,3,13.25,39.75,UPI,Slightly Delayed,Traffic,5,Customer Service,Positive
184,54139038,Wahab Balan,Dibrugarh,Inactive,379758677,26-12-2023,171602,Cola,Cold Drinks & Juices,Pal-Sehgal,2,883.44,1766.88,Card,Significantly Delayed,Traffic,3,Product Quality,Negative
185,70221073,David Setty,Etawah,Premium,387311360,07-08-2023,903336,Pulses,Grocery & Staples,Vaidya   Amble and Palla,1,551.88,551.88,Wallet,On Time,Not Applicable,4,Delivery,Neutral
186,8375298,Yahvi Vora,Begusarai,Premium,389558867,12-09-2023,555121,Carrots,Fruits & Vegetables,Subramanian   Chaudhuri and Dora,3,354.91,1064.73,Cash,Slightly Delayed,Traffic,4,Delivery,Positive
187,5228136,Oeshi Mallick,Ambarnath,Premium,390257855,22-04-2023,937542,Wheat Flour,Grocery & Staples,Khurana and Sons,1,97.04,97.04,UPI,Slightly Delayed,Traffic,3,Customer Service,Neutral
188,24144240,Charles Parsa,Tezpur,Regular,392038758,23-07-2024,863930,Shampoo,Personal Care,Sathe   Agarwal and Dhar,3,242.57,727.71,Card,Slightly Delayed,Traffic,4,Product Quality,Positive
189,88067569,Aayush Sengupta,Gaya,Premium,394578210,26-09-2023,349294,Onions,Fruits & Vegetables,Ganesan Ltd,3,934.75,2804.25,Card,Slightly Delayed,Traffic,5,Delivery,Positive
190,65406127,Anita Ganguly,Nangloi Jat,Premium,394951937,24-04-2024,63769,Lotion,Personal Care,Dalal-Shan,1,878.07,878.07,Cash,Slightly Delayed,Traffic,4,App Experience,Positive
191,75467328,Warhi Ravel,Siliguri,Inactive,397818832,22-12-2023,692985,Pulses,Grocery & Staples,Wable   Sankaran and Hari,3,197.39,592.17,Card,Significantly Delayed,Traffic,4,Customer Service,Neutral
192,71902700,Qarin Nazareth,Bhind,Regular,397928918,14-09-2024,991434,Cookies,Snacks & Munchies,Mital-Oza,2,237.62,475.24,Card,Significantly Delayed,Traffic,4,Customer Service,Neutral
193,84456355,Avi Ratti,Karawal Nagar,New,399559401,01-11-2023,658389,Popcorn,Snacks & Munchies,Chanda   Som and Vohra,2,152.55,305.1,UPI,Significantly Delayed,Traffic,3,Product Quality,Neutral
194,4057678,Brijesh Khalsa,Kadapa,Inactive,403352765,30-09-2024,537274,Pet Treats,Pet Care,Lal-Chauhan,1,702.71,702.71,Wallet,Slightly Delayed,Traffic,5,Delivery,Positive
195,37245065,Ishani Dhillon,Dibrugarh,Inactive,408720270,26-06-2024,721521,Rice,Grocery & Staples,Ramanathan   Agarwal and Baria,3,417.39,1252.17,Cash,Significantly Delayed,Traffic,3,Customer Service,Neutral
196,12574626,Nitesh Joshi,Amritsar,Inactive,409570377,27-03-2024,712307,Orange Juice,Cold Drinks & Juices,Chana LLC,1,264.89,264.89,Card,Significantly Delayed,Traffic,1,Product Quality,Negative
197,84953008,Sai Pal,Bongaigaon,Inactive,411113020,29-06-2024,217710,Eggs,Dairy & Breakfast,Rout-Sarna,1,58.59,58.59,Wallet,Slightly Delayed,Traffic,3,Delivery,Negative
198,41008070,Libni Dua,Vijayawada,New,414299117,28-07-2023,470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,3,827.77,2483.31,Cash,On Time,Not Applicable,4,App Experience,Neutral
199,56548063,Advay Baria,Thanjavur,New,422403644,27-05-2023,317242,Pulses,Grocery & Staples,Rastogi Group,1,198.15,198.15,UPI,Slightly Delayed,Traffic,2,App Experience,Negative
200,82989313,Finn Ghose,Deoghar,Inactive,423648434,30-10-2024,863930,Shampoo,Personal Care,Sathe   Agarwal and Dhar,2,242.57,485.14,Wallet,Slightly Delayed,Traffic,3,Delivery,Neutral
201,90753712,Amruta Bhatt,Dharmavaram,Regular,424087401,19-04-2024,51036,Baby Food,Baby Care,Karnik PLC,1,931.61,931.61,Cash,On Time,Not Applicable,1,Delivery,Negative
202,71607166,Inaya Sama,Rohtak,Inactive,427702490,20-01-2024,120385,Pet Treats,Pet Care,Dubey-Sarin,1,597.91,597.91,Wallet,On Time,Not Applicable,3,Customer Service,Neutral
203,78614729,Finn Goswami,Tiruvottiyur,New,436184281,20-11-2023,15314,Cheese,Dairy & Breakfast,Banik-Ratta,3,578.85,1736.55,Card,Significantly Delayed,Traffic,2,App Experience,Negative
204,54619715,David Cherian,Panchkula,Inactive,436603801,28-12-2023,557908,Vitamins,Pharmacy,Sundaram Inc,2,942.37,1884.74,Cash,On Time,Not Applicable,5,Product Quality,Positive
205,74174956,Hemani D’Alia,Latur,Regular,438111050,03-05-2024,171602,Cola,Cold Drinks & Juices,Pal-Sehgal,1,883.44,883.44,Card,On Time,Not Applicable,3,App Experience,Neutral
206,36400756,Rayaan Nayak,Bidar,Inactive,439562091,26-04-2024,753354,Shampoo,Personal Care,Sant-Mahajan,3,423.56,1270.68,Cash,Slightly Delayed,Traffic,3,Delivery,Neutral
207,9450435,Sai Chaudhry,Bellary,Regular,440721658,05-05-2023,89084,Milk,Dairy & Breakfast,Wali   Virk and Iyer,2,598.83,1197.66,Cash,Slightly Delayed,Traffic,1,App Experience,Negative
208,56780331,Vinaya Atwal,Gaya,Premium,442408751,19-10-2023,661577,Cat Food,Pet Care,Majumdar PLC,1,720.95,720.95,Wallet,Slightly Delayed,Traffic,4,Customer Service,Neutral
209,56248757,Ekansh Narayan,Chapra,Premium,443178123,29-08-2024,587645,Vitamins,Pharmacy,Sura   Pillay and Mammen,1,801.81,801.81,UPI,Slightly Delayed,Traffic,3,Customer Service,Negative
210,36885115,Agastya Contractor,Latur,Regular,445929405,18-07-2023,798639,Eggs,Dairy & Breakfast,Subramaniam LLC,1,211.25,211.25,Card,Slightly Delayed,Traffic,2,App Experience,Negative
211,89669139,Bishakha Natarajan,Tiruppur,Premium,447464341,03-03-2024,378230,Nuts,Snacks & Munchies,Kala-Vig,2,166.42,332.84,Wallet,Slightly Delayed,Traffic,3,Customer Service,Negative
212,80952275,Kevin Babu,Bongaigaon,New,448732557,30-11-2023,689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,1,46.62,46.62,Wallet,On Time,Not Applicable,3,Delivery,Negative
213,55733729,Aarini Singhal,Anantapuram,Premium,455878765,06-07-2024,194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,3,912.29,2736.87,Cash,Slightly Delayed,Traffic,2,Customer Service,Negative
214,62526567,Chaman Karan,Chittoor,Premium,456278500,06-05-2024,525531,Dog Food,Pet Care,Sandal PLC,1,831.1,831.1,Cash,Significantly Delayed,Traffic,4,Customer Service,Neutral
215,26716400,Yamini Dey,Morena,Premium,460625201,17-05-2024,131748,Dog Food,Pet Care,Shroff   Wason and Dugar,1,81.35,81.35,UPI,On Time,Not Applicable,3,Product Quality,Neutral
216,4594944,Hardik Mane,Cuttack,Inactive,461485679,08-08-2023,723678,Dog Food,Pet Care,Lall   Datta and Swamy,1,675.46,675.46,Wallet,Slightly Delayed,Traffic,3,Customer Service,Negative
217,34755436,Jatin Ramachandran,Kolkata,New,462189338,04-09-2023,839170,Curd,Dairy & Breakfast,Shetty and Sons,1,481.63,481.63,Card,On Time,Not Applicable,4,Product Quality,Positive
218,40277444,Damyanti Acharya,Panihati,New,466184886,16-08-2023,451812,Pain Reliever,Pharmacy,Batra   Sant and Mandal,3,530.85,1592.55,Card,On Time,Not Applicable,3,Customer Service,Neutral
219,59545278,Yagnesh Randhawa,Yamunanagar,New,470624828,21-08-2023,679321,Cola,Cold Drinks & Juices,Khurana-Dewan,2,738.46,1476.92,UPI,Slightly Delayed,Traffic,4,Delivery,Neutral
220,31084686,Jai Ramaswamy,Aurangabad,Regular,475294138,29-12-2023,63769,Lotion,Personal Care,Dalal-Shan,2,878.07,1756.14,Card,Slightly Delayed,Traffic,1,App Experience,Negative
221,3638834,Falan Nayak,Warangal,Premium,477350788,12-10-2023,762527,Biscuits,Snacks & Munchies,Chad   Yohannan and Chopra,2,690.08,1380.16,UPI,On Time,Not Applicable,4,Customer Service,Positive
222,21786873,Balhaar Ramesh,Lucknow,Regular,479528548,17-07-2023,564692,Cat Food,Pet Care,Krishna   Bail and Dyal,3,215.65,646.95,Card,Slightly Delayed,Traffic,3,Product Quality,Neutral
223,31156674,Aarav Jaggi,Jamnagar,Inactive,482214790,10-04-2023,51036,Baby Food,Baby Care,Karnik PLC,3,931.61,2794.83,Wallet,Slightly Delayed,Traffic,4,Customer Service,Neutral
224,9641623,Samarth Chander,Kota,Premium,482670263,05-06-2024,621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,2,317.8,635.6,Cash,On Time,Not Applicable,4,App Experience,Neutral
225,6756256,Ijaya Goel,Bellary,Premium,484869710,09-09-2023,15314,Cheese,Dairy & Breakfast,Banik-Ratta,2,578.85,1157.7,Cash,Slightly Delayed,Traffic,3,App Experience,Neutral
226,8228843,Vritti Halder,Bangalore,Inactive,485687952,26-03-2023,992178,Pain Reliever,Pharmacy,Basu and Sons,3,632.43,1897.29,Wallet,Significantly Delayed,Traffic,3,Product Quality,Negative
227,51040116,Inaya Pillai,Berhampur,Regular,486085268,11-12-2023,354409,Pulses,Grocery & Staples,Bose-Pandit,3,325.08,975.24,UPI,Slightly Delayed,Traffic,5,Customer Service,Positive
228,12415659,Damini Wagle,Ambala,New,486724008,12-07-2024,901144,Sugar,Grocery & Staples,Deo-Kamdar,1,340.36,340.36,Wallet,Significantly Delayed,Traffic,4,Product Quality,Neutral
229,67277562,Arunima Borde,Ghaziabad,Inactive,487327038,05-10-2023,673058,Cough Syrup,Pharmacy,Balan-Madan,3,765.76,2297.28,UPI,Slightly Delayed,Traffic,4,Product Quality,Positive
230,93924203,Xalak Goyal,Jorhat,Premium,487395969,13-12-2023,561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,1,874.78,874.78,Card,On Time,Not Applicable,4,Product Quality,Neutral
231,5716817,Xalak Master,Aurangabad,Inactive,488314125,05-04-2023,839170,Curd,Dairy & Breakfast,Shetty and Sons,2,481.63,963.26,UPI,Significantly Delayed,Traffic,4,Delivery,Positive
232,19482392,Yachana Nath,Muzaffarnagar,Regular,489762747,27-09-2024,349294,Onions,Fruits & Vegetables,Ganesan Ltd,2,934.75,1869.5,Card,Significantly Delayed,Traffic,3,Customer Service,Negative
233,71615827,Yash Contractor,Bulandshahr,Premium,491116137,19-01-2024,237083,Cough Syrup,Pharmacy,Hayer-Banerjee,2,577.13,1154.26,Cash,Slightly Delayed,Traffic,3,Product Quality,Neutral
234,12141418,Faras Patla,Ambala,Inactive,493514666,20-11-2023,542300,Popcorn,Snacks & Munchies,Gulati-Tandon,2,255.35,510.7,Wallet,Slightly Delayed,Traffic,3,Customer Service,Negative
235,56457995,Turvi Venkataraman,Amroha,Inactive,495091707,16-09-2024,378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,1,332.84,332.84,Wallet,Significantly Delayed,Traffic,5,App Experience,Positive
236,9450435,Sai Chaudhry,Bellary,Regular,502632296,15-05-2024,525531,Dog Food,Pet Care,Sandal PLC,2,831.1,1662.2,Card,Slightly Delayed,Traffic,1,Customer Service,Negative
237,96903782,Tanish Andra,Kakinada,Regular,502764834,02-08-2024,112390,Toothpaste,Personal Care,Kibe   Contractor and Randhawa,2,877.98,1755.96,Card,Slightly Delayed,Traffic,4,App Experience,Positive
238,55060796,Lopa Barman,Satara,New,504060154,18-07-2023,839170,Curd,Dairy & Breakfast,Shetty and Sons,2,481.63,963.26,Card,Significantly Delayed,Traffic,3,Product Quality,Negative
239,9107360,Anvi Iyer,Dindigul,Inactive,506804807,10-07-2024,470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,3,827.77,2483.31,UPI,On Time,Not Applicable,5,Product Quality,Positive
240,95269737,Aarini Vora,Machilipatnam,Regular,507373134,23-10-2024,847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,2,781.08,1562.16,UPI,Significantly Delayed,Traffic,2,App Experience,Negative
241,91243571,Ojas Deep,Navi Mumbai,Inactive,509041342,05-01-2024,679321,Cola,Cold Drinks & Juices,Khurana-Dewan,1,738.46,738.46,Cash,On Time,Not Applicable,5,Delivery,Positive
242,38615653,Xiti Sachdeva,Motihari,Regular,511736499,24-10-2024,4452,Baby Wipes,Baby Care,Morar-Mistry,1,169.88,169.88,Card,Slightly Delayed,Traffic,3,Product Quality,Neutral
243,3408982,Tripti Chakraborty,Bhatpara,Premium,515408216,25-12-2023,51036,Baby Food,Baby Care,Karnik PLC,1,931.61,931.61,UPI,Slightly Delayed,Traffic,4,Product Quality,Positive
244,35455991,Aryan Balakrishnan,Tezpur,New,519985157,07-06-2023,91670,Dish Soap,Household Care,Barman-Ahluwalia,1,439.24,439.24,Card,On Time,Not Applicable,2,Customer Service,Negative
245,53025962,Sai Mandal,Dibrugarh,Premium,520221662,20-07-2023,57405,Baby Food,Baby Care,Srinivas PLC,1,607.67,607.67,Wallet,On Time,Not Applicable,3,Customer Service,Neutral
